order_id,order_date,customer_id,city,state,zone,pincode,category,payment_mode,courier_partner,acquisition_channel,order_status,gross_order_value,discount_amount,delivery_fee_charged,product_cost,forward_shipping_cost,rto_shipping_cost,net_order_value,net_revenue,delivery_revenue,cogs_effective,shipping_cost,payment_cost,contribution_margin,is_loss,value_band
BB501861,2025-08-03,C110596,Jaipur,Rajasthan,Tier2,110491,Household Staples,COD,SwiftLogix,Meta Ads,Cancelled,458.0,90.0,49.0,395.0,0.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,False,300-499
BB505551,2026-02-28,C109159,Chennai,Tamil Nadu,Metro,110379,Household Staples,COD,SwiftLogix,Google Ads,Delivered,553.0,46.0,0.0,443.0,59.0,0.0,507.0,507.0,0.0,443.0,59.0,25.0,-20.0,True,500-699
BB526845,2025-04-29,C115833,Delhi,Delhi,Metro,110246,Household Staples,COD,BharatShip,Meta Ads,Delivered,203.0,5.0,49.0,170.0,54.0,0.0,198.0,198.0,49.0,170.0,54.0,25.0,-2.0,True,Under 300
BB504443,2025-07-10,C104368,Kochi,Kerala,Tier2,110603,Baby Care,Prepaid,ZipEx,Organic,Delivered,1027.0,219.0,0.0,614.0,85.0,0.0,808.0,808.0,0.0,614.0,85.0,16.16,92.84,False,700-999
BB538879,2026-01-29,C114851,Delhi,Delhi,Metro,110197,Haircare,Prepaid,ZipEx,Meta Ads,Delivered,760.0,72.0,0.0,386.0,71.0,0.0,688.0,688.0,0.0,386.0,71.0,13.76,217.24,False,500-699
BB504422,2025-11-29,C103417,Chennai,Tamil Nadu,Metro,110379,Haircare,Prepaid,SwiftLogix,Google Ads,Delivered,475.0,52.0,49.0,237.0,63.0,0.0,423.0,423.0,49.0,237.0,63.0,9.44,162.56,False,300-499
BB511400,2025-06-09,C115925,Hyderabad,Telangana,Metro,110309,Household Staples,COD,SwiftLogix,Google Ads,Delivered,576.0,82.0,49.0,506.0,73.0,0.0,494.0,494.0,49.0,506.0,73.0,25.0,-61.0,True,300-499
BB531480,2026-03-21,C108742,Lucknow,Uttar Pradesh,Tier2,110568,Skincare,COD,BharatShip,Meta Ads,RTO,353.0,137.0,49.0,170.0,85.0,132.0,216.0,0.0,0.0,25.5,217.0,0.0,-242.5,True,Under 300
BB515058,2025-04-03,C100763,Delhi,Delhi,Metro,110260,Skincare,Prepaid,ZipEx,Google Ads,Delivered,1423.0,50.0,0.0,552.0,64.0,0.0,1373.0,1373.0,0.0,552.0,64.0,27.46,729.54,False,1000+
BB512274,2026-03-06,C105044,Delhi,Delhi,Metro,110239,Household Staples,COD,SwiftLogix,Meta Ads,Delivered,488.0,26.0,49.0,404.0,66.0,0.0,462.0,462.0,49.0,404.0,66.0,25.0,16.0,False,300-499
BB523580,2025-10-13,C102352,Bengaluru,Karnataka,Metro,110008,Home Cleaning,Prepaid,SwiftLogix,Google Ads,Delivered,608.0,103.0,0.0,490.0,73.0,0.0,505.0,505.0,0.0,490.0,73.0,10.1,-68.1,True,500-699
BB509795,2025-08-28,C102371,Pune,Maharashtra,Tier2,110442,Haircare,COD,SwiftLogix,Referral,Delivered,535.0,50.0,49.0,273.0,90.0,0.0,485.0,485.0,49.0,273.0,90.0,25.0,146.0,False,300-499
BB539745,2026-03-10,C103240,Delhi,Delhi,Metro,110218,Baby Care,Prepaid,ZipEx,Organic,Delivered,495.0,3.0,49.0,303.0,47.0,0.0,492.0,492.0,49.0,303.0,47.0,10.82,180.18,False,300-499
BB503367,2025-05-15,C102566,Mumbai,Maharashtra,Metro,110148,Haircare,Prepaid,SwiftLogix,Google Ads,Delivered,546.0,75.0,49.0,275.0,80.0,0.0,471.0,471.0,49.0,275.0,80.0,10.4,154.6,False,300-499
BB518822,2025-06-25,C108773,Lucknow,Uttar Pradesh,Tier2,110561,Haircare,Prepaid,BharatShip,Google Ads,Delivered,909.0,73.0,0.0,439.0,92.0,0.0,836.0,836.0,0.0,439.0,92.0,16.72,288.28,False,700-999
BB523956,2025-11-02,C102138,Delhi,Delhi,Metro,110225,Home Cleaning,COD,ZipEx,Google Ads,Delivered,463.0,7.0,49.0,331.0,56.0,0.0,456.0,456.0,49.0,331.0,56.0,25.0,93.0,False,300-499
BB531383,2025-06-22,C109014,Pune,Maharashtra,Tier2,110442,Home Cleaning,COD,SwiftLogix,Organic,Delivered,724.0,31.0,0.0,524.0,80.0,0.0,693.0,693.0,0.0,524.0,80.0,25.0,64.0,False,500-699
BB512053,2025-04-05,C108398,Chennai,Tamil Nadu,Metro,110386,Household Staples,Prepaid,SwiftLogix,Meta Ads,Delivered,683.0,55.0,0.0,572.0,65.0,0.0,628.0,628.0,0.0,572.0,65.0,12.56,-21.56,True,500-699
BB523212,2025-05-08,C106272,Mumbai,Maharashtra,Metro,110148,Baby Care,Prepaid,ZipEx,Meta Ads,Delivered,686.0,65.0,0.0,406.0,53.0,0.0,621.0,621.0,0.0,406.0,53.0,12.42,149.58,False,500-699
BB508364,2026-01-29,C114082,Lucknow,Uttar Pradesh,Tier2,110561,Skincare,Prepaid,SwiftLogix,Meta Ads,Delivered,704.0,69.0,0.0,341.0,93.0,0.0,635.0,635.0,0.0,341.0,93.0,12.7,188.3,False,500-699
BB522003,2025-06-23,C102460,Bengaluru,Karnataka,Metro,110092,Home Cleaning,Prepaid,ZipEx,Meta Ads,Delivered,710.0,82.0,0.0,572.0,59.0,0.0,628.0,628.0,0.0,572.0,59.0,12.56,-15.56,True,500-699
BB538745,2025-05-07,C103479,Pune,Maharashtra,Tier2,110449,Baby Care,COD,ZipEx,Influencer,Delivered,1140.0,128.0,0.0,738.0,95.0,0.0,1012.0,1012.0,0.0,738.0,95.0,25.0,154.0,False,1000+
BB501643,2025-09-09,C101051,Chennai,Tamil Nadu,Metro,110393,Home Cleaning,COD,ZipEx,Meta Ads,Delivered,404.0,43.0,49.0,272.0,57.0,0.0,361.0,361.0,49.0,272.0,57.0,25.0,56.0,False,300-499
BB517523,2026-02-25,C115601,Jaipur,Rajasthan,Tier2,110477,Home Cleaning,Prepaid,ZipEx,Organic,Delivered,491.0,15.0,49.0,385.0,88.0,0.0,476.0,476.0,49.0,385.0,88.0,10.5,41.5,False,300-499
BB510750,2025-08-20,C109478,Mumbai,Maharashtra,Metro,110169,Baby Care,Prepaid,SwiftLogix,Meta Ads,Delivered,461.0,79.0,49.0,271.0,61.0,0.0,382.0,382.0,49.0,271.0,61.0,8.62,90.38,False,300-499
BB508803,2025-12-15,C107204,Chennai,Tamil Nadu,Metro,110400,Baby Care,Prepaid,ZipEx,Meta Ads,Delivered,782.0,69.0,0.0,513.0,77.0,0.0,713.0,713.0,0.0,513.0,77.0,14.26,108.74,False,700-999
BB509951,2025-06-21,C104859,Jaipur,Rajasthan,Tier2,110484,Household Staples,Prepaid,SwiftLogix,Meta Ads,Delivered,631.0,111.0,0.0,563.0,110.0,0.0,520.0,520.0,0.0,563.0,110.0,10.4,-163.4,True,500-699
BB501549,2025-09-19,C101609,Mumbai,Maharashtra,Metro,110162,Haircare,Prepaid,ZipEx,Meta Ads,Delivered,609.0,101.0,0.0,327.0,62.0,0.0,508.0,508.0,0.0,327.0,62.0,10.16,108.84,False,500-699
BB515390,2025-12-16,C102520,Guwahati,Assam,Tier3,110666,Home Cleaning,Prepaid,SwiftLogix,Organic,Delivered,557.0,30.0,0.0,410.0,113.0,0.0,527.0,527.0,0.0,410.0,113.0,10.54,-6.54,True,500-699
BB517592,2025-06-01,C113348,Mumbai,Maharashtra,Metro,110106,Home Cleaning,Prepaid,SwiftLogix,Google Ads,Delivered,627.0,15.0,0.0,440.0,71.0,0.0,612.0,612.0,0.0,440.0,71.0,12.24,88.76,False,500-699
BB522783,2026-02-13,C104523,Jaipur,Rajasthan,Tier2,110512,Baby Care,COD,BharatShip,Influencer,Delivered,792.0,160.0,0.0,447.0,85.0,0.0,632.0,632.0,0.0,447.0,85.0,25.0,75.0,False,500-699
BB539050,2025-07-03,C108181,Bengaluru,Karnataka,Metro,110064,Household Staples,Prepaid,SwiftLogix,Influencer,Delivered,475.0,31.0,49.0,401.0,68.0,0.0,444.0,444.0,49.0,401.0,68.0,9.86,14.14,False,300-499
BB509757,2026-02-01,C105281,Guwahati,Assam,Tier3,110680,Baby Care,COD,SwiftLogix,Influencer,RTO,548.0,139.0,49.0,339.0,99.0,153.0,409.0,0.0,0.0,50.85,252.0,0.0,-302.85,True,300-499
BB515105,2025-08-26,C102084,Gorakhpur,Uttar Pradesh,Tier3,110799,Home Cleaning,COD,BharatShip,Referral,Delivered,576.0,37.0,0.0,436.0,145.0,0.0,539.0,539.0,0.0,436.0,145.0,25.0,-67.0,True,500-699
BB522995,2025-11-17,C101014,Mumbai,Maharashtra,Metro,110106,Skincare,COD,ZipEx,Google Ads,Delivered,353.0,12.0,49.0,164.0,50.0,0.0,341.0,341.0,49.0,164.0,50.0,25.0,151.0,False,300-499
BB519424,2025-10-14,C115330,Indore,Madhya Pradesh,Tier2,110645,Home Cleaning,COD,BharatShip,Referral,Delivered,425.0,14.0,49.0,304.0,80.0,0.0,411.0,411.0,49.0,304.0,80.0,25.0,51.0,False,300-499
BB508664,2025-11-23,C101029,Pune,Maharashtra,Tier2,110421,Haircare,COD,BharatShip,Influencer,Delivered,149.0,10.0,49.0,76.0,76.0,0.0,139.0,139.0,49.0,76.0,76.0,25.0,11.0,False,Under 300
BB519852,2025-09-26,C101280,Pune,Maharashtra,Tier2,110456,Skincare,Prepaid,BharatShip,Meta Ads,Delivered,775.0,132.0,0.0,306.0,75.0,0.0,643.0,643.0,0.0,306.0,75.0,12.86,249.14,False,500-699
BB536357,2025-10-22,C103961,Gorakhpur,Uttar Pradesh,Tier3,110799,Home Cleaning,COD,BharatShip,Referral,Delivered,453.0,75.0,49.0,318.0,124.0,0.0,378.0,378.0,49.0,318.0,124.0,25.0,-40.0,True,300-499
BB528217,2025-11-19,C101833,Mumbai,Maharashtra,Metro,110183,Home Cleaning,Prepaid,SwiftLogix,Meta Ads,Cancelled,602.0,59.0,0.0,429.0,0.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,False,500-699
BB517144,2025-06-16,C111344,Mumbai,Maharashtra,Metro,110169,Home Cleaning,COD,SwiftLogix,Referral,Delivered,693.0,35.0,0.0,496.0,71.0,0.0,658.0,658.0,0.0,496.0,71.0,25.0,66.0,False,500-699
BB511781,2025-08-27,C107480,Hyderabad,Telangana,Metro,110344,Household Staples,Prepaid,SwiftLogix,Google Ads,Delivered,644.0,95.0,0.0,517.0,84.0,0.0,549.0,549.0,0.0,517.0,84.0,10.98,-62.98,True,500-699
BB537276,2025-09-01,C110513,Bengaluru,Karnataka,Metro,110015,Household Staples,Prepaid,ZipEx,Google Ads,Delivered,576.0,74.0,0.0,483.0,65.0,0.0,502.0,502.0,0.0,483.0,65.0,10.04,-56.04,True,500-699
BB512852,2025-11-08,C102176,Delhi,Delhi,Metro,110204,Skincare,Prepaid,ZipEx,Google Ads,Delivered,472.0,69.0,49.0,176.0,63.0,0.0,403.0,403.0,49.0,176.0,63.0,9.04,203.96,False,300-499
BB512877,2025-09-23,C114091,Hyderabad,Telangana,Metro,110330,Home Cleaning,Prepaid,ZipEx,Meta Ads,Delivered,343.0,47.0,49.0,248.0,69.0,0.0,296.0,296.0,49.0,248.0,69.0,6.9,21.1,False,Under 300
BB506465,2025-10-17,C112719,Chennai,Tamil Nadu,Metro,110407,Skincare,Prepaid,ZipEx,Organic,Delivered,686.0,75.0,0.0,297.0,67.0,0.0,611.0,611.0,0.0,297.0,67.0,12.22,234.78,False,500-699
BB525015,2026-03-11,C115676,Hyderabad,Telangana,Metro,110295,Haircare,COD,SwiftLogix,Google Ads,Delivered,504.0,118.0,49.0,269.0,76.0,0.0,386.0,386.0,49.0,269.0,76.0,25.0,65.0,False,300-499
BB513842,2025-08-24,C110022,Hyderabad,Telangana,Metro,110323,Haircare,Prepaid,SwiftLogix,Meta Ads,Delivered,1097.0,64.0,0.0,533.0,57.0,0.0,1033.0,1033.0,0.0,533.0,57.0,20.66,422.34,False,1000+
BB517048,2026-02-16,C114226,Mumbai,Maharashtra,Metro,110162,Baby Care,Prepaid,ZipEx,Google Ads,Delivered,794.0,21.0,0.0,524.0,59.0,0.0,773.0,773.0,0.0,524.0,59.0,15.46,174.54,False,700-999
BB534192,2026-03-24,C111977,Chennai,Tamil Nadu,Metro,110414,Skincare,COD,ZipEx,Meta Ads,Delivered,582.0,93.0,49.0,268.0,57.0,0.0,489.0,489.0,49.0,268.0,57.0,25.0,188.0,False,300-499
BB531840,2025-04-12,C103836,Mumbai,Maharashtra,Metro,110169,Home Cleaning,Prepaid,SwiftLogix,Referral,Delivered,269.0,36.0,49.0,191.0,63.0,0.0,233.0,233.0,49.0,191.0,63.0,5.64,22.36,False,Under 300
BB538249,2025-11-11,C115852,Bengaluru,Karnataka,Metro,110029,Haircare,Prepaid,SwiftLogix,Meta Ads,Delivered,997.0,68.0,0.0,476.0,67.0,0.0,929.0,929.0,0.0,476.0,67.0,18.58,367.42,False,700-999
BB526411,2025-12-12,C100658,Lucknow,Uttar Pradesh,Tier2,110526,Skincare,COD,SwiftLogix,Meta Ads,Delivered,293.0,24.0,49.0,128.0,86.0,0.0,269.0,269.0,49.0,128.0,86.0,25.0,79.0,False,Under 300
BB525690,2025-04-09,C109344,Gorakhpur,Uttar Pradesh,Tier3,110785,Home Cleaning,COD,ZipEx,Organic,RTO,475.0,66.0,49.0,340.0,102.0,158.0,409.0,0.0,0.0,51.0,260.0,0.0,-311.0,True,300-499
BB522796,2026-03-22,C113379,Chennai,Tamil Nadu,Metro,110393,Home Cleaning,Prepaid,SwiftLogix,Meta Ads,Delivered,377.0,52.0,49.0,261.0,63.0,0.0,325.0,325.0,49.0,261.0,63.0,7.48,42.52,False,300-499
BB537175,2026-03-15,C104340,Bengaluru,Karnataka,Metro,110050,Haircare,COD,ZipEx,Google Ads,Delivered,451.0,15.0,49.0,243.0,54.0,0.0,436.0,436.0,49.0,243.0,54.0,25.0,163.0,False,300-499
BB525049,2025-11-17,C113235,Hyderabad,Telangana,Metro,110302,Skincare,COD,SwiftLogix,Meta Ads,RTO,855.0,174.0,0.0,349.0,66.0,102.0,681.0,0.0,0.0,52.35,168.0,0.0,-220.35,True,500-699
BB538265,2025-07-28,C109496,Chennai,Tamil Nadu,Metro,110393,Household Staples,COD,ZipEx,Influencer,Delivered,364.0,69.0,49.0,291.0,55.0,0.0,295.0,295.0,49.0,291.0,55.0,25.0,-27.0,True,Under 300
BB514418,2025-12-30,C115707,Mumbai,Maharashtra,Metro,110113,Haircare,COD,BharatShip,Google Ads,Delivered,723.0,113.0,0.0,360.0,66.0,0.0,610.0,610.0,0.0,360.0,66.0,25.0,159.0,False,500-699
BB501117,2026-02-02,C115742,Bengaluru,Karnataka,Metro,110036,Household Staples,Prepaid,SwiftLogix,Organic,Delivered,287.0,21.0,49.0,237.0,53.0,0.0,266.0,266.0,49.0,237.0,53.0,6.3,18.7,False,Under 300
BB534790,2026-01-01,C106071,Chennai,Tamil Nadu,Metro,110372,Skincare,COD,ZipEx,Influencer,Delivered,739.0,25.0,0.0,332.0,70.0,0.0,714.0,714.0,0.0,332.0,70.0,25.0,287.0,False,700-999
BB536372,2025-10-28,C106707,Bengaluru,Karnataka,Metro,110008,Skincare,COD,SwiftLogix,Organic,Delivered,920.0,177.0,0.0,400.0,67.0,0.0,743.0,743.0,0.0,400.0,67.0,25.0,251.0,False,700-999
BB509501,2025-12-27,C112468,Pune,Maharashtra,Tier2,110463,Baby Care,Prepaid,BharatShip,Influencer,Delivered,1028.0,97.0,0.0,658.0,99.0,0.0,931.0,931.0,0.0,658.0,99.0,18.62,155.38,False,700-999
BB503802,2025-06-08,C105320,Bengaluru,Karnataka,Metro,110071,Home Cleaning,Prepaid,ZipEx,Organic,Delivered,850.0,170.0,0.0,681.0,60.0,0.0,680.0,680.0,0.0,681.0,60.0,13.6,-74.6,True,500-699
BB520326,2025-04-04,C101601,Bhagalpur,Bihar,Tier3,110834,Haircare,COD,BharatShip,Influencer,RTO,712.0,107.0,0.0,389.0,106.0,164.0,605.0,0.0,0.0,58.349999999999994,270.0,0.0,-328.35,True,500-699
BB509176,2025-12-14,C102651,Chennai,Tamil Nadu,Metro,110414,Household Staples,COD,SwiftLogix,Google Ads,Delivered,694.0,67.0,0.0,544.0,59.0,0.0,627.0,627.0,0.0,544.0,59.0,25.0,-1.0,True,500-699
BB534780,2026-03-30,C102142,Guwahati,Assam,Tier3,110659,Haircare,Prepaid,BharatShip,Influencer,Delivered,1062.0,106.0,0.0,559.0,84.0,0.0,956.0,956.0,0.0,559.0,84.0,19.12,293.88,False,700-999
BB523968,2025-11-06,C109750,Kochi,Kerala,Tier2,110603,Skincare,COD,ZipEx,Meta Ads,Delivered,977.0,144.0,0.0,416.0,86.0,0.0,833.0,833.0,0.0,416.0,86.0,25.0,306.0,False,700-999
BB525522,2025-05-04,C106624,Bhagalpur,Bihar,Tier3,110834,Home Cleaning,COD,SwiftLogix,Meta Ads,Delivered,230.0,13.0,49.0,165.0,137.0,0.0,217.0,217.0,49.0,165.0,137.0,25.0,-61.0,True,Under 300
BB537169,2025-12-22,C102635,Guwahati,Assam,Tier3,110687,Haircare,COD,BharatShip,Referral,Delivered,752.0,51.0,0.0,351.0,112.0,0.0,701.0,701.0,0.0,351.0,112.0,25.0,213.0,False,700-999
BB531931,2025-09-08,C102429,Lucknow,Uttar Pradesh,Tier2,110547,Skincare,COD,SwiftLogix,Influencer,Delivered,584.0,10.0,0.0,262.0,75.0,0.0,574.0,574.0,0.0,262.0,75.0,25.0,212.0,False,500-699
BB512770,2026-02-01,C105643,Jaipur,Rajasthan,Tier2,110498,Baby Care,COD,ZipEx,Influencer,Delivered,1137.0,396.0,0.0,730.0,70.0,0.0,741.0,741.0,0.0,730.0,70.0,25.0,-84.0,True,700-999
BB523444,2026-02-20,C114969,Lucknow,Uttar Pradesh,Tier2,110547,Haircare,COD,ZipEx,Referral,Delivered,761.0,54.0,0.0,369.0,72.0,0.0,707.0,707.0,0.0,369.0,72.0,25.0,241.0,False,700-999
BB521954,2025-09-19,C105563,Delhi,Delhi,Metro,110239,Haircare,Prepaid,ZipEx,Meta Ads,Delivered,316.0,18.0,49.0,166.0,87.0,0.0,298.0,298.0,49.0,166.0,87.0,6.94,87.06,False,Under 300
BB538845,2025-07-05,C114350,Mumbai,Maharashtra,Metro,110113,Haircare,COD,SwiftLogix,Google Ads,RTO,1053.0,152.0,0.0,580.0,55.0,85.0,901.0,0.0,0.0,87.0,140.0,0.0,-227.0,True,700-999
BB526033,2026-02-16,C104272,Mumbai,Maharashtra,Metro,110190,Home Cleaning,COD,ZipEx,Influencer,Delivered,709.0,46.0,0.0,507.0,64.0,0.0,663.0,663.0,0.0,507.0,64.0,25.0,67.0,False,500-699
BB538438,2026-01-15,C115194,Indore,Madhya Pradesh,Tier2,110638,Home Cleaning,COD,ZipEx,Google Ads,Delivered,426.0,63.0,49.0,302.0,80.0,0.0,363.0,363.0,49.0,302.0,80.0,25.0,5.0,False,300-499
BB515413,2025-12-09,C102182,Bengaluru,Karnataka,Metro,110022,Household Staples,Prepaid,SwiftLogix,Google Ads,Delivered,427.0,22.0,49.0,363.0,67.0,0.0,405.0,405.0,49.0,363.0,67.0,9.08,14.92,False,300-499
BB500332,2025-10-16,C112069,Pune,Maharashtra,Tier2,110449,Household Staples,COD,ZipEx,Google Ads,RTO,393.0,9.0,49.0,324.0,83.0,129.0,384.0,0.0,0.0,48.6,212.0,0.0,-260.6,True,300-499
BB504127,2025-04-27,C109586,Kochi,Kerala,Tier2,110596,Household Staples,COD,ZipEx,Meta Ads,Delivered,325.0,14.0,49.0,271.0,86.0,0.0,311.0,311.0,49.0,271.0,86.0,25.0,-22.0,True,300-499
BB524635,2025-09-28,C101258,Hyderabad,Telangana,Metro,110295,Baby Care,COD,SwiftLogix,Google Ads,Delivered,972.0,67.0,0.0,533.0,68.0,0.0,905.0,905.0,0.0,533.0,68.0,25.0,279.0,False,700-999
BB528157,2025-05-24,C115217,Siliguri,West Bengal,Tier3,110750,Household Staples,Prepaid,BharatShip,Organic,Delivered,377.0,24.0,49.0,330.0,127.0,0.0,353.0,353.0,49.0,330.0,127.0,8.04,-63.04,True,300-499
BB501507,2025-08-27,C103229,Mumbai,Maharashtra,Metro,110169,Skincare,Prepaid,ZipEx,Meta Ads,Delivered,1128.0,119.0,0.0,469.0,74.0,0.0,1009.0,1009.0,0.0,469.0,74.0,20.18,445.82,False,1000+
BB503220,2025-07-07,C107401,Bengaluru,Karnataka,Metro,110008,Household Staples,Prepaid,SwiftLogix,Organic,Delivered,405.0,48.0,49.0,344.0,55.0,0.0,357.0,357.0,49.0,344.0,55.0,8.12,-1.12,True,300-499
BB509843,2026-03-26,C100039,Bhagalpur,Bihar,Tier3,110820,Skincare,COD,BharatShip,Influencer,Delivered,602.0,9.0,0.0,248.0,120.0,0.0,593.0,593.0,0.0,248.0,120.0,25.0,200.0,False,500-699
BB512277,2025-08-09,C109547,Indore,Madhya Pradesh,Tier2,110631,Haircare,COD,SwiftLogix,Organic,RTO,849.0,271.0,0.0,415.0,86.0,133.0,578.0,0.0,0.0,62.25,219.0,0.0,-281.25,True,500-699
BB521114,2025-11-15,C105021,Bengaluru,Karnataka,Metro,110015,Household Staples,COD,SwiftLogix,Meta Ads,RTO,155.0,29.0,49.0,135.0,70.0,108.0,126.0,0.0,0.0,20.25,178.0,0.0,-198.25,True,Under 300
BB502690,2025-10-28,C110354,Pune,Maharashtra,Tier2,110421,Haircare,COD,ZipEx,Organic,RTO,237.0,61.0,49.0,130.0,102.0,158.0,176.0,0.0,0.0,19.5,260.0,0.0,-279.5,True,Under 300
BB510387,2025-09-29,C109704,Bhagalpur,Bihar,Tier3,110834,Baby Care,COD,BharatShip,Meta Ads,Delivered,1611.0,115.0,0.0,962.0,130.0,0.0,1496.0,1496.0,0.0,962.0,130.0,25.0,379.0,False,1000+
BB510855,2025-08-06,C103303,Bengaluru,Karnataka,Metro,110015,Skincare,Prepaid,SwiftLogix,Organic,Delivered,907.0,153.0,0.0,429.0,66.0,0.0,754.0,754.0,0.0,429.0,66.0,15.08,243.92,False,700-999
BB514904,2025-10-14,C105255,Gorakhpur,Uttar Pradesh,Tier3,110778,Haircare,Prepaid,BharatShip,Meta Ads,Delivered,606.0,11.0,0.0,287.0,125.0,0.0,595.0,595.0,0.0,287.0,125.0,11.9,171.1,False,500-699
BB519082,2025-12-18,C111589,Siliguri,West Bengal,Tier3,110750,Skincare,Prepaid,BharatShip,Meta Ads,Delivered,1069.0,37.0,0.0,542.0,122.0,0.0,1032.0,1032.0,0.0,542.0,122.0,20.64,347.36,False,1000+
BB528283,2025-05-30,C106532,Hyderabad,Telangana,Metro,110337,Baby Care,COD,ZipEx,Google Ads,RTO,674.0,210.0,49.0,437.0,57.0,88.0,464.0,0.0,0.0,65.55,145.0,0.0,-210.55,True,300-499
BB508618,2026-01-26,C103112,Mumbai,Maharashtra,Metro,110134,Baby Care,COD,SwiftLogix,Referral,Delivered,1446.0,62.0,0.0,855.0,79.0,0.0,1384.0,1384.0,0.0,855.0,79.0,25.0,425.0,False,1000+
BB520645,2025-08-28,C100541,Jaipur,Rajasthan,Tier2,110498,Baby Care,COD,BharatShip,Meta Ads,Delivered,918.0,125.0,0.0,589.0,70.0,0.0,793.0,793.0,0.0,589.0,70.0,25.0,109.0,False,700-999
BB534473,2025-09-02,C106968,Jaipur,Rajasthan,Tier2,110505,Skincare,COD,BharatShip,Organic,Delivered,1077.0,141.0,0.0,457.0,93.0,0.0,936.0,936.0,0.0,457.0,93.0,25.0,361.0,False,700-999
BB511594,2025-07-02,C106928,Delhi,Delhi,Metro,110267,Home Cleaning,Prepaid,SwiftLogix,Meta Ads,Delivered,451.0,44.0,49.0,303.0,71.0,0.0,407.0,407.0,49.0,303.0,71.0,9.12,72.88,False,300-499
BB519565,2025-04-22,C112966,Lucknow,Uttar Pradesh,Tier2,110561,Baby Care,COD,SwiftLogix,Meta Ads,Delivered,629.0,22.0,0.0,400.0,70.0,0.0,607.0,607.0,0.0,400.0,70.0,25.0,112.0,False,500-699
BB524144,2025-12-31,C108294,Mumbai,Maharashtra,Metro,110148,Skincare,Prepaid,SwiftLogix,Meta Ads,Delivered,765.0,54.0,0.0,356.0,75.0,0.0,711.0,711.0,0.0,356.0,75.0,14.22,265.78,False,700-999
BB510889,2025-11-20,C100846,Bhagalpur,Bihar,Tier3,110834,Household Staples,COD,ZipEx,Google Ads,Delivered,597.0,78.0,0.0,481.0,138.0,0.0,519.0,519.0,0.0,481.0,138.0,25.0,-125.0,True,500-699
BB512820,2025-04-07,C114184,Delhi,Delhi,Metro,110197,Skincare,Prepaid,SwiftLogix,Google Ads,Cancelled,1057.0,112.0,0.0,515.0,0.0,0.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,False,700-999
BB522790,2026-01-04,C100169,Delhi,Delhi,Metro,110260,Home Cleaning,Prepaid,SwiftLogix,Meta Ads,Delivered,309.0,27.0,49.0,249.0,69.0,0.0,282.0,282.0,49.0,249.0,69.0,6.62,6.38,False,Under 300
BB538816,2026-01-17,C109439,Hyderabad,Telangana,Metro,110337,Baby Care,Prepaid,ZipEx,Google Ads,Delivered,1232.0,154.0,0.0,731.0,66.0,0.0,1078.0,1078.0,0.0,731.0,66.0,21.56,259.44,False,1000+
BB508542,2025-07-04,C114140,Jaipur,Rajasthan,Tier2,110491,Household Staples,Prepaid,BharatShip,Meta Ads,Delivered,149.0,35.0,49.0,132.0,94.0,0.0,114.0,114.0,49.0,132.0,94.0,3.26,-66.26,True,Under 300
BB500822,2025-10-16,C109554,Hyderabad,Telangana,Metro,110295,Skincare,Prepaid,ZipEx,Organic,Cancelled,335.0,43.0,49.0,148.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Under 300
BB515096,2025-08-09,C111935,Indore,Madhya Pradesh,Tier2,110645,Home Cleaning,COD,SwiftLogix,Google Ads,Delivered,505.0,43.0,49.0,352.0,60.0,0.0,462.0,462.0,49.0,352.0,60.0,25.0,74.0,False,300-499
BB518742,2025-07-30,C113388,Chennai,Tamil Nadu,Metro,110365,Haircare,Prepaid,SwiftLogix,Organic,Delivered,1298.0,131.0,0.0,631.0,72.0,0.0,1167.0,1167.0,0.0,631.0,72.0,23.34,440.66,False,1000+
BB530317,2026-01-31,C112804,Mumbai,Maharashtra,Metro,110106,Haircare,Prepaid,ZipEx,Google Ads,Cancelled,503.0,22.0,49.0,236.0,0.0,0.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,False,300-499
BB506267,2025-07-15,C102095,Chennai,Tamil Nadu,Metro,110407,Household Staples,Prepaid,SwiftLogix,Meta Ads,Delivered,506.0,12.0,49.0,431.0,64.0,0.0,494.0,494.0,49.0,431.0,64.0,10.86,37.14,False,300-499
BB514566,2025-04-13,C103621,Mumbai,Maharashtra,Metro,110113,Haircare,COD,ZipEx,Influencer,Delivered,507.0,123.0,49.0,263.0,63.0,0.0,384.0,384.0,49.0,263.0,63.0,25.0,82.0,False,300-499
BB520150,2026-01-10,C112873,Hyderabad,Telangana,Metro,110337,Home Cleaning,COD,ZipEx,Influencer,Delivered,658.0,88.0,0.0,466.0,61.0,0.0,570.0,570.0,0.0,466.0,61.0,25.0,18.0,False,500-699
BB532384,2026-01-17,C114589,Mumbai,Maharashtra,Metro,110190,Skincare,COD,SwiftLogix,Organic,Delivered,834.0,108.0,0.0,351.0,69.0,0.0,726.0,726.0,0.0,351.0,69.0,25.0,281.0,False,700-999
